iter	Logloss
205	0.1003961133
206	0.1001868365
207	0.09995281268
208	0.09955939281
209	0.09926547175
210	0.09881812778
211	0.09849379728
212	0.09827575478
213	0.09793617548
214	0.09777985113
215	0.09776845824
216	0.09727108099
217	0.09695577915
218	0.09659861367
219	0.09655229661
220	0.09647591852
221	0.09616830634
222	0.09573595411
223	0.09539954434
224	0.09515184621
225	0.09514133444
226	0.09494391672
227	0.09463155097
228	0.09452611393
229	0.09430743353
230	0.09405416441
231	0.09373714575
232	0.09339894506
233	0.09335653276
234	0.09325324083
235	0.092897783
236	0.09278965352
237	0.09268861123
238	0.0924347536
239	0.09227915304
240	0.0919441363
241	0.09169484116
242	0.09140470145
243	0.09139282994
244	0.09112628091
245	0.09093143164
246	0.09084219029
247	0.09057465112
248	0.09027469817
249	0.08999556883
250	0.08977872246
251	0.08940594081
252	0.08918771081
253	0.0890105518
254	0.08898923695
255	0.08882310249
256	0.08852010988
257	0.08850243889
258	0.08838883297
259	0.08837534125
260	0.08814706389
261	0.08811652955
262	0.08785038167
263	0.08770622095
264	0.08749802143
265	0.08735100086
266	0.08713435564
267	0.08687344748
268	0.08669691482
269	0.08639980168
270	0.08632325633
271	0.08616866906
272	0.08613801201
273	0.08589387014
274	0.08569320386
275	0.08560582139
276	0.08543661731
277	0.08525847156
278	0.08504778365
279	0.08478845269
280	0.08466368129
281	0.08445749504
282	0.08417991152
283	0.08405044099
284	0.08387571224
285	0.08359172772
286	0.08353133504
287	0.08350664979
288	0.08333797562
289	0.08329420209
290	0.08305093287
291	0.08285560759
292	0.08278045003
293	0.08263217737
294	0.08239378733
295	0.08206769736
296	0.08180338617
297	0.08170810205
298	0.08150273168
299	0.08133334696
300	0.08094785391
301	0.08062640024
302	0.08036924378
303	0.08034368364
304	0.08011389314
305	0.07990642272
306	0.07973791151
307	0.07962190122
308	0.07949367335
309	0.07933181113
310	0.07895653596
311	0.07862645223
312	0.07859373939
313	0.07849668698
314	0.07821319053
315	0.07806748857
316	0.07796471957
317	0.07777986281
318	0.07746883262
319	0.07738351895
320	0.07721486176
321	0.07703228493
322	0.0769464356
323	0.07671753314
324	0.07647885231
325	0.07632583366
326	0.07614107587
327	0.07601714406
328	0.07582827974
329	0.07558416264
330	0.07542381646
331	0.07528326481
332	0.0750714609
333	0.07477760935
334	0.0745564102
335	0.07439433704
336	0.07421993197
337	0.07416107744
338	0.07396926946
339	0.07366750897
340	0.07345774155
341	0.07336472903
342	0.07305362065
343	0.0728716336
344	0.072794904
345	0.07260270251
346	0.0723905924
347	0.07218249425
348	0.07205335414
349	0.07188847695
350	0.07176338803
351	0.07165790579
352	0.07141307319
353	0.07131889532
354	0.0713061585
355	0.07123547283
356	0.0710267671
357	0.07085024372
358	0.07073099926
359	0.0706496299
360	0.07056400744
361	0.0705308079
362	0.07043007814
363	0.07017709744
364	0.07004121799
365	0.06994198928
366	0.06987445159
367	0.06984517714
368	0.06970330798
369	0.06961155716
370	0.06952760007
371	0.06927882836
372	0.06908077321
373	0.06894129162
374	0.06878384206
375	0.06875142005
376	0.06866456858
377	0.06854582392
378	0.0684708814
379	0.06829397064
380	0.06826754413
381	0.06812008382
382	0.06798040696
383	0.06781994852
384	0.06754941038
385	0.06737458757
386	0.06733132672
387	0.06715267862
388	0.06698858615
389	0.06673697029
390	0.06658365021
391	0.06655236185
392	0.06646659083
393	0.06634465884
394	0.06616460939
395	0.06594132392
396	0.0658747929
397	0.065688589
398	0.06552306819
399	0.06531634169
400	0.06516274179
401	0.06494106541
402	0.06479289322
403	0.06457683344
404	0.06442572147
405	0.06430872343
406	0.06410325447
407	0.06402119011
408	0.06390643734
409	0.06377848054
410	0.06373841206
411	0.0636634126
412	0.06358716302
413	0.06347185197
414	0.06327780406
415	0.06312845225
416	0.06303237406
417	0.06292265315
418	0.06285261828
419	0.06264461767
420	0.06255406571
421	0.06241474029
422	0.06222551739
423	0.06221594191
424	0.06206500442
425	0.06189021123
426	0.06171488876
427	0.06146410889
428	0.06130649052
429	0.06128551041
430	0.06115200466
431	0.06100864152
432	0.06093956208
433	0.06082424655
434	0.06066328854
435	0.0605977053
436	0.06041114398
437	0.06033199465
438	0.06015788113
439	0.05999937522
440	0.05981395801
441	0.05971384027
442	0.05960731758
443	0.05948545651
444	0.05933559733
445	0.0591472185
446	0.05901153909
447	0.05892084555
448	0.05880542268
449	0.05858490056
450	0.05842485942
451	0.0582529252
452	0.05813882233
453	0.05805281204
454	0.05798837381
455	0.05788622886
456	0.05775773334
457	0.05754889447
458	0.05747184191
459	0.05726892984
460	0.05707637023
461	0.05701014455
462	0.05684201905
463	0.05677888103
464	0.05668996434
465	0.05664092821
466	0.05653495707
467	0.05635870734
468	0.05622569948
469	0.0561814933
470	0.05600012168
471	0.05586614627
472	0.05579179029
473	0.0556546911
474	0.0555444893
475	0.05549003404
476	0.05544402772
477	0.05540566398
478	0.05516609415
479	0.05507620336
480	0.05504749637
481	0.05498405091
482	0.05491213359
483	0.05486761308
484	0.05481591901
485	0.05471691694
486	0.05469391406
487	0.05454411555
488	0.05452381951
489	0.05443675653
490	0.05428566458
491	0.05412783672
492	0.05400302436
493	0.05380984024
494	0.05376489823
495	0.05370836381
496	0.05362736143
497	0.05350792937
498	0.05333953404
499	0.05333290364
500	0.0532016894
501	0.05304719916
502	0.05289845116
503	0.0528506663
504	0.05275795271
505	0.05263911079
506	0.05258413077
507	0.05257643611
508	0.05241052726
509	0.05221805046
510	0.05215885306
511	0.05204389604
512	0.05200435152
513	0.05188730011
514	0.05177820418
515	0.05165788901
516	0.05160852398
517	0.05151371275
518	0.05144069833
519	0.05130315153
520	0.05117708641
521	0.0510840438
522	0.05092315508
523	0.05085145626
524	0.05081810653
525	0.05072293482
526	0.0506232847
527	0.05061981011
528	0.05050981052
529	0.05041540482
530	0.05036455575
531	0.05035582271
532	0.05031601094
533	0.05023164103
534	0.05014212195
535	0.05007205636
536	0.05004533575
537	0.04994392922
538	0.04984918153
539	0.04979269244
540	0.04974572354
541	0.04959245603
542	0.04946718509
543	0.04931701614
544	0.04919743929
545	0.04912166902
546	0.04901174265
547	0.04891046374
548	0.0488357007
549	0.04869856619
550	0.04860253889
551	0.04842595329
552	0.04827855222
553	0.04814806207
554	0.04803335832
555	0.04792318474
556	0.04789143543
557	0.04779353646
558	0.0476753163
559	0.04754917449
560	0.04739211939
561	0.04732211235
562	0.04727245721
563	0.04724165354
564	0.04714221235
565	0.04708580717
566	0.04704588794
567	0.047039329
568	0.04694724357
569	0.04680406209
570	0.04668092494
571	0.04659536283
572	0.04649911895
573	0.04634554737
574	0.04631318703
575	0.04623647691
576	0.0461067902
577	0.04598760451
578	0.04592297175
579	0.04591301711
580	0.0458463435
581	0.04575547998
582	0.04560255897
583	0.04559847518
584	0.04558571846
585	0.04547690447
586	0.04543855473
587	0.04538129096
588	0.04534348149
589	0.04528151564
590	0.04516319337
591	0.04503211346
592	0.04490051244
593	0.0447764668
594	0.04476543427
595	0.04470972646
596	0.04470386805
597	0.04462456575
598	0.04460096518
599	0.04447481096
600	0.04437651017
601	0.04427945375
602	0.04421025934
603	0.0441711247
604	0.0440408489
605	0.0439207388
606	0.04387661852
607	0.04380694666
608	0.0437436215
609	0.04373558437
610	0.04367796233
611	0.04360547985
612	0.04352548027
613	0.04342358146
614	0.04335999812
615	0.04321700322
616	0.04310673496
617	0.04301900576
618	0.04289366778
619	0.04286287224
620	0.04281303926
621	0.04275224808
622	0.04269552165
623	0.04268111937
624	0.04259638143
625	0.04259032464
626	0.04254148337
627	0.04248428665
628	0.04243439703
629	0.04237778672
630	0.04224287588
631	0.04221243038
632	0.04217593318
633	0.04202826009
634	0.04195459458
635	0.04190163574
636	0.04188198413
637	0.04174175556
638	0.04170508068
639	0.04157961355
640	0.04153100453
641	0.0413885283
642	0.04137612294
643	0.0413455471
644	0.0412848705
645	0.04126371405
646	0.04125646457
647	0.04123652654
648	0.04115422083
649	0.04110253524
650	0.04097894199
651	0.04095940055
652	0.0408826559
653	0.04086637817
654	0.04081224598
655	0.04075170045
656	0.04074749616
657	0.04072104593
658	0.04063410146
659	0.04061549242
660	0.04048087474
661	0.04035945918
662	0.04034692013
663	0.04027357591
664	0.04026956547
665	0.04023076375
666	0.04011422562
667	0.04000972343
668	0.03998438536
669	0.03989971214
670	0.0398429866
671	0.03971098313
672	0.03969709955
673	0.03968418863
674	0.039632291
675	0.03958532413
676	0.03953195755
677	0.03943888153
678	0.03935715705
679	0.0393218863
680	0.03924158176
681	0.03913916769
682	0.03906717599
683	0.03902872911
684	0.03899577186
685	0.03887904357
686	0.03879283287
687	0.03877190252
688	0.03867468802
689	0.03867112782
690	0.03857505861
691	0.0385062204
692	0.03850070423
693	0.03844582576
694	0.03840251332
695	0.03826465273
696	0.03822373036
697	0.03821305141
698	0.03816362736
699	0.03814794044
700	0.0380877243
701	0.03802537061
702	0.03795312108
703	0.03788123788
704	0.03785118459
705	0.03780689568
706	0.03776387894
707	0.03766809105
708	0.03758293893
709	0.03755671782
710	0.03744145855
711	0.03739868106
712	0.03736452812
713	0.03729342621
714	0.03721958239
715	0.037157315
716	0.03713931651
717	0.03709038224
718	0.03701719872
719	0.03692859784
720	0.03692739278
721	0.03691059416
722	0.03690227035
723	0.03687249959
724	0.03683183053
725	0.03672730692
726	0.03660989624
727	0.03652264339
728	0.03650466988
729	0.03639463
730	0.03634168628
731	0.03627786465
732	0.03622601104
733	0.03620305794
734	0.0361278507
735	0.0361181484
736	0.03610423504
737	0.03603105445
738	0.03601128842
739	0.03600565995
740	0.03592881462
741	0.03592669564
742	0.03582109749
743	0.0357488007
744	0.03570344666
745	0.03569858817
746	0.03567486109
747	0.03560158909
748	0.03556104415
749	0.03549616518
750	0.035382824
751	0.03536083409
752	0.03535678991
753	0.0352809221
754	0.03525060339
755	0.03523851881
756	0.03515760935
757	0.0351343986
758	0.03512904523
759	0.035016912
760	0.03489438887
761	0.03484008006
762	0.0347834718
763	0.03472712742
764	0.03469667581
765	0.03466723787
766	0.0345679483
767	0.03455001754
768	0.03454393095
769	0.03452245974
770	0.03449985915
771	0.03444557149
772	0.03435032763
773	0.03432775229
774	0.03430580579
775	0.03422520663
776	0.03415770603
777	0.03409378473
778	0.03406297725
779	0.03406121414
780	0.03395381218
781	0.03386273655
782	0.03375525625
783	0.0337174699
784	0.03364349658
785	0.03358003937
786	0.03357428594
787	0.03351067507
788	0.03343234468
789	0.03343003726
790	0.03333870076
791	0.03327316097
792	0.03325572489
793	0.03315992153
794	0.03306933162
795	0.03300575976
796	0.03299524158
797	0.03293077278
798	0.03286711271
799	0.03284264432
800	0.03282897824
801	0.03274535531
802	0.03267129163
803	0.03266935355
804	0.0326113408
805	0.03255222567
806	0.0325355167
807	0.03251909894
808	0.03250392973
809	0.0324194162
810	0.03241086363
811	0.03235026588
812	0.03227813719
813	0.0321872806
814	0.03215786606
815	0.0320942939
816	0.03203640911
817	0.03201370997
818	0.03195376636
819	0.03186763281
820	0.03173921989
821	0.03169078219
822	0.03167787413
823	0.03166989122
824	0.03160269552
825	0.03154989199
826	0.03147861759
827	0.03141170467
828	0.03140847063
829	0.03129211431
830	0.03122356261
831	0.03122016038
832	0.03109620597
833	0.03102749913
834	0.03101247631
835	0.03095421553
836	0.03093723183
837	0.03087964243
838	0.03081527193
839	0.03079502816
840	0.03070741477
841	0.03058740527
842	0.03055538911
843	0.03052067821
844	0.03051926039
845	0.03051645697
846	0.03050129301
847	0.03045243335
848	0.03041217207
849	0.03032064942
850	0.03030237897
851	0.03023672687
852	0.03016336381
853	0.03010923771
854	0.03005201123
855	0.02999108223
856	0.02994397785
857	0.02987444072
858	0.02979050181
859	0.02976703203
860	0.02969824651
861	0.02969509002
862	0.02959672014
863	0.02957636237
864	0.0294910607
865	0.0294252886
866	0.02942216709
867	0.02942044949
868	0.02939082224
869	0.0293088574
870	0.02926071772
871	0.02923965283
872	0.02923735804
873	0.02919164166
874	0.02914458719
875	0.0290316362
876	0.02900059838
877	0.02890748622
878	0.02889786199
879	0.0288337594
880	0.02875997172
881	0.02875337791
882	0.02869076925
883	0.02868790465
884	0.0286552992
885	0.0285930639
886	0.02859058277
887	0.02850026679
888	0.02845882488
889	0.02845303113
890	0.02839212979
891	0.02834376823
892	0.02832617184
893	0.02832107062
894	0.02826973
895	0.02826577746
896	0.02826258303
897	0.02821239265
898	0.02815441458
899	0.02813423914
900	0.02813159698
901	0.02806622124
902	0.02806341673
903	0.02799038731
904	0.02790349632
905	0.02790221662
906	0.02788079255
907	0.02783890967
908	0.02775067298
909	0.02770254637
910	0.02768127384
911	0.02763636257
912	0.02763415772
913	0.02756300767
914	0.02756168453
915	0.02756047407
916	0.02751150004
917	0.02741514253
918	0.02736827786
919	0.02732404431
920	0.02725528593
921	0.02720031196
922	0.02719530172
923	0.02715136785
924	0.02712232118
925	0.02704754569
926	0.02698237704
927	0.02698121547
928	0.02696325147
929	0.02694556718
930	0.02690636991
931	0.02686974096
932	0.02685425615
933	0.02679622137
934	0.0267806752
935	0.0267238724
936	0.02669007565
937	0.0266879186
938	0.02667929792
939	0.02663549083
940	0.02659215989
941	0.0265274082
942	0.0265039692
943	0.02646209189
944	0.02644713699
945	0.02639023636
946	0.02632128944
947	0.02628270535
948	0.0262112313
949	0.02612879828
950	0.02612477228
951	0.02610744156
952	0.02603798281
953	0.02603677259
954	0.02597394558
955	0.02597287626
956	0.02595330965
957	0.02595217039
958	0.02591080085
959	0.02584611388
960	0.0258439746
961	0.02577955594
962	0.02571250888
963	0.02569910411
964	0.02563939038
965	0.02558618134
966	0.02557212864
967	0.02551129509
968	0.02548545477
969	0.02542025814
970	0.02538020424
971	0.02536416212
972	0.02532535412
973	0.02526566713
974	0.02520210404
975	0.02515760976
976	0.02515520382
977	0.02511719025
978	0.02506169063
979	0.02502365723
980	0.02496425811
981	0.02490768076
982	0.02485863504
983	0.02481679247
984	0.02477339861
985	0.02476003229
986	0.02469181061
987	0.02463579042
988	0.02456887032
989	0.02450966856
990	0.02446063544
991	0.02445404714
992	0.02442698725
993	0.02436922257
994	0.02430571319
995	0.02426878668
996	0.02423355658
997	0.02417352443
998	0.0241176215
999	0.02406022424
